FAM20A
FCGR1B
BATF2
ANKRD22
SEPT4
CD274
AIM2
GOLSYN
ETV7
SERPING1
BEND7
GBP5
DHRS9
GRB10
FAM20A
KREMEN1
NRG1
GBP1
GBP1
ATF3
KREMEN1
MARCO
NMU
PSTPIP2
NRG1
TDRD9
LYPD5
C4BPA
BEND7
PDCD1LG2
S100B
GK
SLC26A8
IFIT3
NAIP
CLEC4D
FCGBP
ATF3
NAIP
C2
FCAR
NAIP
C1QA
C1QB
S100A9
LAP3
ANXA3
RAB6B
CD8B
S100A12
CARD17
UNQ9368
NRG1
LHFPL2
LOC389634
SLC1A3
